"ProbeID","SampleVar","LogVarRatio","DiffLevene","t","P.Value","Adj.P.Value","Bonferroni","chr","pos","strand","Type","UCSC_RefGene_Name","DMR","Enhancer","DHS","DMR_Overlap","DMB_Overlap"
"cg01289140",0.182384314396261,0.0265360441597683,0.0134168350378649,5.75230734195632,1.09246802960342e-07,0.000139030554013664,0.0444896680375697,"chr6",41862737,"+","I","USP49","",NA,NA,"",""
"cg13441753",0.183097862770252,0.0399350118274262,0.0192740032469874,5.75046810925651,1.10129168051964e-07,0.000139716861453738,0.044849002397482,"chr9",139127333,"-","I","QSOX2","",NA,NA,"",""
"cg05353290",0.0386277496154125,0.0287839738983585,0.00276495214472023,5.7457251466094,1.12437041640006e-07,0.000142201780355646,0.0457888608374762,"chr17",79219831,"+","I","SLC38A10","",NA,NA,"",""
"cg23935300",0.077538393062604,0.0320912134838958,0.00586071364337713,5.73612492432815,1.17254852685803e-07,0.000147835862113372,0.0477508662077664,"chr7",6661876,"-","II","ZNF853","",NA,NA,"",""
"cg10185274",0.0777492369857902,0.033181752044269,0.00686713094298142,5.73451941855707,1.180801326117e-07,0.000148416886681856,0.0480869532047888,"chr5",137368839,"+","I","FAM13B","",NA,NA,"",""
"cg12011977",0.0349828626052485,0.0381401674183604,0.00368528285636615,5.72687519087458,1.22088464902902e-07,0.000152982857032378,0.0497193064470579,"chr10",122215735,"+","II","PPAPDC1A","",NA,TRUE,"",""
"cg22891408",0.0734311269219863,0.0322972128618426,0.00598208240451343,5.71563833547229,1.28224490887578e-07,0.000160178742004749,0.0522181416690574,"chr3",131221887,"+","II","MRPL3","",NA,TRUE,"",""
"cg18996663",0.174314101235598,0.03026404201515,0.0138019507060509,5.71306207957417,1.29673436893e-07,0.000161493394843249,0.0528082104403054,"chr14",55595768,"+","I","LGALS3","",NA,NA,"",""
"cg21368729",0.0253601206489092,0.03618761254083,0.00225963093493873,5.70291066579144,1.35541080862272e-07,0.000167951598164783,0.0551977497703515,"chr3",51971929,"+","II","RRP9","",NA,NA,"",""
"cg21240474",0.150799604920192,0.0351116237699477,0.0131359561089307,5.7022156535222,1.35952214935497e-07,0.000167951598164783,0.0553651800103317,"chr6",138019013,"+","II","","",TRUE,NA,"",""
"cg07907745",0.0871695209784887,0.0284345142059423,0.00583297169512619,5.70111668358756,1.36604811823034e-07,0.000167951598164783,0.0556309435668123,"chr10",8095493,"-","I","GATA3","DMR",TRUE,NA,"",""
"cg07907745",0.0871695209784887,0.0284345142059423,0.00583297169512619,5.70111668358756,1.36604811823034e-07,0.000167951598164783,0.0556309435668123,"chr10",8095493,"-","I","FLJ45983","DMR",TRUE,NA,"",""
"cg08524698",0.15360789085898,0.0338451300361293,0.0134877096792787,5.70081403298478,1.36785073510675e-07,0.000167951598164783,0.0557043533364872,"chr22",21213167,"-","I","PI4KA","",NA,NA,"",""
"cg08524698",0.15360789085898,0.0338451300361293,0.0134877096792787,5.70081403298478,1.36785073510675e-07,0.000167951598164783,0.0557043533364872,"chr22",21213167,"-","I","SNAP29","",NA,NA,"",""
"cg11570367",0.0526961190824389,0.0321201606995605,0.00485526735251113,5.70058572561983,1.36921210267895e-07,0.000167951598164783,0.0557597936694976,"chr13",114896683,"+","II","RASA3","RDMR",NA,NA,"",""
"cg11635029",0.0890367106542257,0.0316338832396583,0.00822014306829852,5.69699834184154,1.39077883758956e-07,0.000170084734113757,0.0566380773819974,"chr10",130830829,"+","II","","",TRUE,NA,"",""
"cg25849086",0.0815100108743356,0.0333071169343972,0.00706115639955885,5.69501211581841,1.40286288154852e-07,0.000170796225017314,0.0571301879881821,"chr1",55532229,"-","II","USP24","",NA,NA,"",""
"cg26203336",0.0265945425114762,0.0283203949280977,0.00199628991179596,5.6946651014222,1.40498464989527e-07,0.000170796225017314,0.0572165948823351,"chr11",303166,"+","II","","",NA,NA,"",""
"cg12345949",0.19873495996794,0.029534147722197,0.0162702990879773,5.6872026001636,1.45138359260259e-07,0.000175911579058057,0.0591061454251478,"chr2",62459302,"-","II","","",TRUE,NA,"",""
"cg13078931",0.187967751439937,0.0388309494629049,0.0193516126821803,5.68171681951614,1.48644889578084e-07,0.000179626983610292,0.0605341448317789,"chr1",53397458,"-","II","SCP2","",NA,NA,"",""
"cg13869366",0.099516330895366,0.0294989926050526,0.00616246214569619,5.68097703001201,1.4912408918377e-07,0.000179672908885466,0.0607292940791984,"chr11",7869666,"-","II","OR5E1P","",NA,NA,"",""
"cg10859681",0.211244334277351,0.0573860732845113,0.0344386288631563,5.6757676916342,1.53075425656441e-07,0.000183889644306061,0.0623384363443289,"chr6",32040377,"-","II","TNXB","",NA,NA,"",""
"cg02945866",0.0961208616511315,0.0344728818769743,0.00902712456758672,5.6705850200561,1.56018092921175e-07,0.000186873424056801,0.0635368081612195,"chr7",157557461,"+","II","PTPRN2","",NA,NA,"Yes",""
"cg15712821",0.113899760192533,0.031419564781856,0.00923622044574882,5.66890121725095,1.57164208429463e-07,0.000187694162478073,0.0640035522408145,"chr8",27171969,"-","I","PTK2B","",NA,NA,"",""
"cg21417259",0.0354243058276113,0.0334980315433756,0.00304344161656907,5.66353847700729,1.60869860393445e-07,0.000191557902972184,0.0655126419466265,"chr7",5401609,"+","II","TNRC18","",NA,NA,"",""
"cg26481784",0.132397925668222,0.0362502928498288,0.012619077231791,5.66209971894131,1.61878556388137e-07,0.000191747095925624,0.0659234233035049,"chr15",35837840,"+","I","ATPBD4","",NA,NA,"",""
"cg05402854",0.175832274980146,0.0310255457179557,0.0146002667557984,5.66196910855272,1.61970432737408e-07,0.000191747095925624,0.0659608390279821,"chr6",111408840,"+","I","SLC16A10","",TRUE,TRUE,"",""
"cg12023589",0.183351185664445,0.0309401899843242,0.0141802562355206,5.6517976490301,1.69284953479091e-07,0.000199825431129792,0.0689396044548249,"chr4",83294796,"+","I","HNRNPD","",NA,NA,"",""
"cg11664313",0.110527308230934,0.0336945341083627,0.0101805274253584,5.65034482182163,1.7035584829123e-07,0.000200508341080834,0.0693757156581203,"chr13",72441676,"+","I","DACH1","",NA,TRUE,"",""
"cg17840536",0.0151116519889952,0.0364137108731245,0.00127844977015594,5.64213600308054,1.76532826814824e-07,0.00020717984128212,0.0718912283920687,"chr1",1018254,"+","I","C1orf159","",NA,NA,"",""
"cg18496937",0.107418232597719,0.0328518391463262,0.0083966549632498,5.63926392075231,1.78745532637662e-07,0.000209173877749695,0.0727923307113613,"chr22",19702076,"+","I","SEPT5","",NA,TRUE,"",""
"cg20235099",0.0402363161712312,0.0400016858147259,0.00347298137993514,5.63637151723882,1.8100141365256e-07,0.000210384635226013,0.0737110156958684,"chr13",111288438,"-","II","CARKD","",NA,NA,"",""
"cg27445278",0.0278519850965332,0.0287485346245511,0.00212844420398395,5.63617562834506,1.81155200667758e-07,0.000210384635226013,0.0737736439199379,"chr22",26961465,"+","II","TPST2","",NA,NA,"",""
"cg11166167",0.0626909770033746,0.0286672696621162,0.00460936099247585,5.63595318397171,1.81329991244326e-07,0.000210384635226013,0.0738448256343395,"chr1",8292578,"-","II","","",NA,NA,"",""
"cg22562051",0.00651635881639736,0.0343436487248085,0.000634042925706622,5.63062130988973,1.85569540202961e-07,0.00021469183273237,0.075571339552254,"chr7",931812,"-","I","C7orf20","",NA,NA,"",""
"cg06207728",0.0324992987664304,0.0282087633948406,0.00218009983242446,5.62884718337813,1.87001671252555e-07,0.000215735828902442,0.0761545606008907,"chr12",133055123,"-","II","","",NA,TRUE,"",""
"cg24257038",0.0509015727068469,0.0338416626229119,0.00447339518051468,5.62615990808141,1.89191616661105e-07,0.000217645715143178,0.0770463939690685,"chr8",27472385,"-","I","CLU","",NA,NA,"",""
"cg07465275",0.0464257033992787,0.0325137842746907,0.003843550950754,5.62530570781445,1.89892991126969e-07,0.000217837215773347,0.077332021706547,"chr11",65375203,"+","II","MAP3K11","",TRUE,TRUE,"",""
"cg08041523",0.0331247734023115,0.028141371980333,0.00230681155262534,5.62152604163867,1.93027196773846e-07,0.000220810642251061,0.0786083956141809,"chr17",74947796,"+","II","","",NA,NA,"",""
"cg12145552",0.0909532243992279,0.0314096482975321,0.00795107346936913,5.6206255718295,1.93781351014744e-07,0.000221052412236962,0.0789155173872444,"chr21",43374218,"+","I","C2CD2","",NA,NA,"",""
"cg19523118",0.126050123390561,0.0355567493753872,0.0107008977308526,5.61959037822421,1.94651912949551e-07,0.000221098452945657,0.0792700450295753,"chr5",172385817,"-","I","RPL26L1","",NA,TRUE,"",""
"cg19523118",0.126050123390561,0.0355567493753872,0.0107008977308526,5.61959037822421,1.94651912949551e-07,0.000221098452945657,0.0792700450295753,"chr5",172385817,"-","I","LOC100268168","",NA,TRUE,"",""
"cg19114820",0.120003914300159,0.0337688848791834,0.0111046825335395,5.61928726381669,1.94907547637617e-07,0.000221098452945657,0.0793741496999433,"chr10",45496705,"-","I","ZNF22","",NA,TRUE,"",""
"cg19114820",0.120003914300159,0.0337688848791834,0.0111046825335395,5.61928726381669,1.94907547637617e-07,0.000221098452945657,0.0793741496999433,"chr10",45496705,"-","I","C10orf25","",NA,TRUE,"",""
"cg01005322",0.0778471202320468,0.0301755055430379,0.00654457485984861,5.6058094582972,2.06613525665776e-07,0.000233726385571268,0.0841412921921307,"chr20",25059984,"+","II","VSX1","",NA,NA,"",""
"cg08260286",0.0301675907184521,0.023160326107902,0.00201243983494001,5.59914632714872,2.12652947415914e-07,0.00023989196387425,0.0866007863056568,"chr19",55987563,"-","II","ZNF628","",NA,NA,"",""
"cg26724070",0.0183767489700943,0.0415521227141016,0.00207262137417105,5.59567399386506,2.15868591015576e-07,0.000242846797993851,0.0879103250051832,"chr16",50707467,"+","I","SNX20","",NA,NA,"",""
"cg08438705",0.0760218032776436,0.0452967299433492,0.00998441664491483,5.5874506129258,2.23675640996671e-07,0.000250936340813017,0.0910896680394842,"chr19",1152189,"+","I","SBNO2","",NA,TRUE,"",""
"cg21106505",0.0613190318792621,0.0357004976204889,0.00667453926190978,5.58325582196666,2.27764127142721e-07,0.000254821128850904,0.0927546631376017,"chr11",562547,"+","I","RASSF7","",NA,NA,"",""
"cg19710302",0.0857527556105938,0.0394883325083176,0.00833052534992011,5.58228718039715,2.28718595101389e-07,0.000255187916130643,0.0931433606690898,"chr4",56915651,"-","I","","",NA,TRUE,"",""
"cg19380370",0.0707740285072805,0.0320819013065725,0.00599162582459856,5.5752180736568,2.35804126671715e-07,0.000262109154905234,0.0960288725457893,"chr1",36638232,"+","II","MAP7D1","",NA,NA,"",""
"cg01395650",0.272478264737418,0.0367686999532309,0.028391380159186,5.57482029069459,2.36209173070052e-07,0.000262109154905234,0.0961938236410479,"chr1",197170599,"+","I","ZBTB41","",NA,TRUE,"",""
"cg20355486",0.0114616710005331,0.0266360059333303,0.000905253539754592,5.57398997065528,2.37056855972135e-07,0.000262334975768881,0.0965390340260922,"chr2",27305360,"-","I","EMILIN1","",NA,NA,"",""
"cg22240715",0.0366155951051909,0.0413126246007081,0.00423731027523688,5.57699273017158,2.37751696040973e-07,0.000262390890101415,0.0968220006957259,"chr7",2583261,"-","I","C7orf27","",NA,NA,"",""
"cg03147907",0.0684249646829459,0.0459093160084427,0.00904654018017523,5.57027090150621,2.40890471587532e-07,0.000265136423080481,0.0981002356493064,"chr3",62926690,"+","II","","",TRUE,NA,"",""
"cg01745056",0.13226892789036,0.0305782158134397,0.0113861195521995,5.56755343388831,2.43730039502672e-07,0.000266869220016509,0.0992566212870682,"chr20",1758016,"+","I","","RDMR",NA,NA,"",""
"cg00250483",0.0349863261722652,0.0332093375900604,0.00262109904036357,5.56751024801567,2.43775429895667e-07,0.000266869220016509,0.0992751060707115,"chr1",163172914,"-","II","RGS5","",TRUE,NA,"",""
"cg06523532",0.112080211706982,0.028250725168044,0.00842438096634938,5.56534044578372,2.46066704399407e-07,0.000268655363984769,0.100208204699615,"chr2",3327149,"-","I","TSSC1","",NA,NA,"",""
"cg20820996",0.145089569435933,0.0472512591788532,0.0198859476165434,5.56081068704352,2.50918373686493e-07,0.00027321991823118,0.102183998500087,"chr1",33749849,"-","II","ZNF362","",NA,NA,"",""
"cg07586008",0.0470905631185048,0.0315949093001759,0.00342929823540975,5.56018086218187,2.51600347664132e-07,0.000273231939154904,0.102461725582741,"chr19",49636535,"+","I","PPFIA3","",NA,TRUE,"",""
"cg19926395",0.144892140414543,0.02625715282316,0.0103014783561062,5.55361835441841,2.5881531716922e-07,0.000280319703668379,0.105399949763993,"chr7",150865207,"-","I","GBX1","",NA,TRUE,"",""
"cg10274108",0.0462014055962263,0.0312065291905194,0.00362790287594716,5.55061999183012,2.62178979363328e-07,0.000283209627944034,0.106769767555922,"chr4",38082931,"-","I","TBC1D1","",NA,NA,"",""
"cg04147990",0.158794723738167,0.0534803761164766,0.0224488177759835,5.54308829205507,2.70818619844499e-07,0.000291768374508184,0.110288174745474,"chr11",86522462,"-","II","","",TRUE,NA,"",""
"cg01509141",0.0633448881625706,0.0352461313446982,0.00625121065487338,5.53342743820086,2.82310489160719e-07,0.000303346717457257,0.114968123605811,"chr13",44453359,"+","I","C13orf31","",NA,NA,"",""
"cg01509141",0.0633448881625706,0.0352461313446982,0.00625121065487338,5.53342743820086,2.82310489160719e-07,0.000303346717457257,0.114968123605811,"chr13",44453359,"+","I","CCDC122","",NA,NA,"",""
"cg05193662",0.0732531117682391,0.0345715594861512,0.00734590426353158,5.53089106103061,2.85406023899612e-07,0.000305865880470795,0.116228749172878,"chr16",88085080,"-","I","BANP","",TRUE,NA,"",""
"cg23673397",0.143666873567603,0.053858499549257,0.02072827693266,5.53167858048367,2.92047605464456e-07,0.000312162096842389,0.118933466849345,"chr1",180166190,"+","II","QSOX1","",NA,NA,"",""
"cg23673397",0.143666873567603,0.053858499549257,0.02072827693266,5.53167858048367,2.92047605464456e-07,0.000312162096842389,0.118933466849345,"chr1",180166190,"+","II","FLJ23867","",NA,NA,"",""
"cg18723873",0.15884684406138,0.0346801096099568,0.0128700658727247,5.52467877606625,2.93129170220091e-07,0.000312497948716231,0.11937392328043,"chr15",75018222,"+","I","CYP1A1","",TRUE,TRUE,"",""
"cg02489379",0.0167881366362301,0.0305064073540665,0.00137734985898684,5.52085380360956,2.97985973934036e-07,0.000316846229793396,0.121351808024897,"chr2",231409567,"-","II","SP100","",NA,NA,"",""
"cg02724127",0.105746180484668,0.0354390361702926,0.00980363706128885,5.51856138720777,3.00934532975842e-07,0.000319148125373997,0.122552579209082,"chr3",129325706,"+","I","PLXND1","",NA,NA,"",""
"cg10037579",0.0226588067466888,0.0301318561835939,0.00171482627015198,5.51369225862192,3.072925796538e-07,0.000324202428577185,0.125141830138214,"chr7",151433020,"+","II","PRKAG2","",TRUE,NA,"",""
"cg24683695",0.144321707023873,0.0362012892766195,0.0128380028200523,5.51261498519982,3.0871696862528e-07,0.000324863584030821,0.125721898302959,"chr11",105882718,"-","II","KIAA1826","",TRUE,NA,"",""
"cg14878320",0.120700750521598,0.0335778934861048,0.0100294766031097,5.51152389395314,3.10166227848271e-07,0.000325547435039067,0.12631209462893,"chr19",32836510,"+","I","ZNF507","",NA,NA,"",""
"cg22275321",0.0411250706981541,0.028027564608092,0.00275146012110051,5.50571220273008,3.17998846670368e-07,0.000332910458398167,0.12950185031804,"chr19",9732290,"-","I","ZNF561","",NA,TRUE,"",""
"cg15096465",0.145920529524618,0.0380648475500362,0.0135050310954274,5.50185208768361,3.23308125805173e-07,0.000337600831951345,0.131664001152899,"chr10",396979,"-","I","DIP2C","",NA,NA,"",""
"cg18195276",0.113834572397788,0.0414147594633542,0.0129972885425205,5.50085151815636,3.24698455362767e-07,0.000338185482507388,0.132230198961933,"chr10",74857663,"+","II","P4HA1","",NA,NA,"",""
"cg03057072",0.030343904126533,0.0303027039103118,0.00210419775548158,5.4952847298623,3.32541438707503e-07,0.00034547068377725,0.135424175499243,"chr10",32186554,"-","II","ARHGAP12","",TRUE,NA,"",""
"cg19643035",0.033501610153496,0.0276337329438158,0.00256785139825381,5.49406737294404,3.34281153402425e-07,0.000346394379625335,0.136132656911603,"chr5",177022360,"+","II","TMED9","",NA,NA,"",""
"cg18681464",0.0587516313221923,0.0313055994906068,0.0049244210409362,5.49212852582139,3.3707038629497e-07,0.000348398175596827,0.137268544114764,"chr7",99766655,"-","II","GAL3ST4","",TRUE,NA,"",""
"cg09896867",0.0382015181279518,0.0383034404314927,0.00373446534742516,5.4911242429289,3.38524110346451e-07,0.000349014929674935,0.137860558697489,"chr12",113734442,"-","II","TPCN1","",NA,NA,"",""
"cg01471265",0.14320221842075,0.0308116084172574,0.0109544076908617,5.48994908175797,3.40232991774458e-07,0.000349890969200056,0.13855648357023,"chr2",239973526,"-","II","HDAC4","",NA,NA,"",""
"cg27134832",0.0459104732835344,0.02946922461,0.00374534894842113,5.48914401773831,3.41408569141658e-07,0.000350196171621461,0.139035225697249,"chr3",194815339,"+","II","C3orf21","",NA,NA,"",""
"cg17423089",0.0876313140534749,0.0650482141860128,0.0172614381089402,5.50189557423361,3.42249617070338e-07,0.000350196171621461,0.139377734055724,"chr1",9790532,"-","I","CLSTN1","",NA,NA,"",""
"cg15021224",0.0499542462708883,0.0300757910581268,0.00374030195828602,5.48715890129217,3.44324337181343e-07,0.000351436058641773,0.14022264307373,"chr2",68756480,"-","II","APLF","",NA,NA,"",""
"cg08759960",0.0519872933361936,0.0263724578813002,0.00386689363009077,5.4832318954447,3.50164486542105e-07,0.000356503339159733,0.142600985499407,"chr6",31649335,"+","I","LY6G5C","",NA,NA,"",""
"cg17584303",0.0067635088779866,0.0376520278714007,0.000675281671561789,5.47544751645904,3.62029733577579e-07,0.000367664216288945,0.147432988702133,"chr4",1657192,"-","I","FAM53A","",NA,NA,"",""
"cg00410467",0.161897215260065,0.0329885186164224,0.0147799550321573,5.47445634969708,3.63568515505004e-07,0.000368308472195953,0.148059642254258,"chr17",58755141,"-","I","BCAS3","",NA,NA,"",""
"cg26982980",0.0949114262063909,0.0325693391335245,0.00867819953901793,5.46239933960412,3.82808202175639e-07,0.000385879195698538,0.155894812254007,"chr19",36115298,"+","II","HAUS5","",NA,NA,"",""
"cg18055018",0.0473158777293796,0.031267898744293,0.00384841141466649,5.45984442749872,3.87011495654571e-07,0.000389152959263859,0.157606561490367,"chr16",1251966,"+","II","CACNA1H","",NA,NA,"",""
"cg07598549",0.0589139994567947,0.0358605091682443,0.00588930951038825,5.45721407491215,3.91386160819971e-07,0.000392582491424842,0.159388100132325,"chr7",96635868,"+","I","DLX6AS","DMR",TRUE,TRUE,"",""
"cg07598549",0.0589139994567947,0.0358605091682443,0.00588930951038825,5.45721407491215,3.91386160819971e-07,0.000392582491424842,0.159388100132325,"chr7",96635868,"+","I","DLX6","DMR",TRUE,TRUE,"",""
"cg17920820",0.0684167184412433,0.0448318764802439,0.00808130953598125,5.45431835121874,3.96258237978845e-07,0.000396492877377747,0.161372204834505,"chr14",91118510,"-","II","TTC7B","",TRUE,NA,"",""
"cg24599709",0.0980096009763534,0.03508042101552,0.00859554863395612,5.45213580729768,3.9996962472463e-07,0.000398691549855054,0.162883629972858,"chr2",26578508,"+","II","SELI","",TRUE,NA,"",""
"cg10192265",0.0429596130124716,0.0312192119796624,0.00358498822722566,5.45187603762591,4.00413622132146e-07,0.000398691549855054,0.163064443477095,"chr20",30220446,"-","I","","",TRUE,NA,"",""
"cg05303752",0.176612474733048,0.049404592398947,0.0219212272731114,5.4457978418805,4.10941443662879e-07,0.000408176108435889,0.167351793517271,"chr9",34610002,"+","II","","",NA,NA,"",""
"cg11135003",0.0736012522274035,0.0291433919046745,0.00600692279081341,5.43895901398218,4.2311123427393e-07,0.000418611683000856,0.172307819045715,"chr1",225998164,"+","I","EPHX1","",NA,NA,"",""
"cg10892324",0.262614862343827,0.0298741236646005,0.020574144212887,5.43874176735627,4.23503560290719e-07,0.000418611683000856,0.172467589892792,"chr13",42614753,"-","I","","",NA,NA,"",""
"cg24192559",0.0162045088421903,0.0441807669296728,0.00199353861594724,5.43223961360944,4.35412242671077e-07,0.000428303664535294,0.177317281705369,"chr19",292131,"+","I","PPAP2C","",NA,NA,"",""
"cg25390352",0.157132578396784,0.0309941081512518,0.0119545409889498,5.42481019575916,4.49421173567561e-07,0.000441018622035728,0.183022278723653,"chr8",145688187,"+","I","CYHR1","",NA,NA,"",""
"cg26738404",0.0281357389860435,0.030257976403381,0.00218922875373914,5.41728131550093,4.64067978049387e-07,0.000454296892905794,0.188987043380832,"chr17",1198811,"-","I","TUSC5","",NA,NA,"",""
"cg24985060",0.111993557562792,0.0322907920195642,0.0106087281042644,5.41489739652719,4.68802436022317e-07,0.000457831109947636,0.190915104045728,"chr15",25920220,"-","II","","",NA,NA,"",""
"cg19854437",0.0701859865409559,0.0460850517645595,0.00800522276657664,5.41335833852005,4.71884106263154e-07,0.000459738170618931,0.192170083434607,"chr14",99891629,"+","II","SETD3","",TRUE,NA,"",""
"cg23755154",0.0341940679431918,0.0257331565300547,0.00228629053649306,5.41181562472036,4.74993011818534e-07,0.000461662599346042,0.19343615413298,"chr22",50705407,"-","II","MAPK11","",NA,NA,"",""
"cg16994506",0.116740434518989,0.0284344958538382,0.00865582762274884,5.40802577001734,4.82715848044308e-07,0.000468051630174791,0.196581201957564,"chr12",4383724,"+","I","CCND2","",NA,NA,"",""
"cg00638384",0.159088428934446,0.0304780500265289,0.0122268368957987,5.40562356190298,4.87674542416425e-07,0.000471736504342535,0.198600580653665,"chr12",68052134,"-","I","DYRK2","",NA,NA,"",""
"cg14750551",0.194206778435951,0.0454925560947612,0.0240091290717859,5.40477138661808,4.89445586234923e-07,0.000472327748777005,0.19932182053831,"chr3",122401343,"-","II","PARP14","CDMR",NA,NA,"",""
"cg13751927",0.0233402277672938,0.033525837894009,0.00232985647069544,5.4014540184609,4.96400150783711e-07,0.000477906604740684,0.202153997405158,"chr19",17000885,"+","I","F2RL3","",NA,NA,"",""
"cg25338843",0.256810053785238,0.0336128837795479,0.0243440931841902,5.40078177513847,4.97821198791462e-07,0.000478144346266589,0.202732704995835,"chr17",42441302,"+","I","FAM171A2","",NA,NA,"",""
"cg24359836",0.144929585013315,0.038061992449925,0.0138335615631897,5.39618497584081,5.07645682152099e-07,0.000486433259400713,0.206733627599621,"chr22",47134348,"-","I","CERK","",NA,NA,"",""
"cg12157281",0.0610607279565189,0.0340250326553254,0.00678945626283673,5.38879098692053,5.23848246002199e-07,0.000500780477817328,0.213331959701936,"chr2",8168246,"+","I","","",NA,NA,"",""
"cg09011038",0.0950312697908395,0.0309108903430291,0.0072283921002836,5.38647032313497,5.29037203886983e-07,0.00050455653383639,0.215445110910935,"chr16",4385355,"+","II","GLIS2","",NA,NA,"",""
"cg16413030",0.366594305830214,0.0312393115052318,0.0314436100733073,5.38277614313478,5.37401345095492e-07,0.000511336124247741,0.218851323776688,"chr2",176937704,"-","I","","",NA,NA,"",""
"cg25941512",0.115959101230449,0.0282474401822326,0.00858252267471688,5.37677044022203,5.5127631186058e-07,0.000523069149854446,0.224501765242103,"chr12",6976634,"-","I","TPI1","",NA,NA,"",""
"cg05102190",0.0360079522237057,0.0361522876879447,0.00348481408339184,5.37608891307395,5.5334145104874e-07,0.000523069149854446,0.225342772525089,"chr7",143078242,"-","I","ZYX","",NA,NA,"",""
"cg19500979",0.0517467494291246,0.0407585493838432,0.00556261500163405,5.37578521738509,5.53585723410134e-07,0.000523069149854446,0.225442250001543,"chr11",67287273,"+","II","CABP2","",NA,NA,"",""
"cg18366300",0.112695149724808,0.0300686320393871,0.00932950241592898,5.37187192678113,5.62852593284793e-07,0.000530594104032158,0.229216090089299,"chr10",45496710,"-","I","C10orf25","",NA,TRUE,"",""
"cg18366300",0.112695149724808,0.0300686320393871,0.00932950241592898,5.37187192678113,5.62852593284793e-07,0.000530594104032158,0.229216090089299,"chr10",45496710,"-","I","ZNF22","",NA,TRUE,"",""
"cg13468214",0.0378396157495332,0.0352110554937928,0.00281226588500995,5.36289969311467,5.84676493356504e-07,0.000549894318316388,0.238103655154503,"chr4",1046988,"-","II","","",TRUE,TRUE,"",""
"cg08898622",0.0589423018017032,0.0308170543477755,0.00472479784099673,5.36136991238098,5.88479289823077e-07,0.000552195609370598,0.23965230598755,"chr4",40062021,"+","II","N4BP2","",NA,NA,"",""
"cg01405684",0.0394794413253661,0.033392107855578,0.00369598376714711,5.35875375276293,5.95038855068726e-07,0.000557067168682857,0.242323623338188,"chr16",30369820,"+","I","TBC1D10B","",NA,NA,"",""
"cg03323938",0.0288321560680742,0.0461054974206286,0.00369950500105711,5.3690627837423,5.99484974041467e-07,0.000559942340168856,0.244134260828647,"chr19",39663667,"-","I","PAK4","",NA,NA,"",""
"cg12550496",0.343447747904259,0.0391082678829044,0.0355359611949272,5.35449694738451,6.0586537774174e-07,0.000564606916011267,0.246732616431546,"chr6",169284344,"-","I","","",NA,NA,"",""
"cg21545605",0.0244162282851128,0.0267313368273999,0.00177774415322863,5.35159125985461,6.13366058190162e-07,0.000568847603514432,0.249787193537361,"chr1",36590481,"+","II","","",NA,TRUE,"",""
"cg19714308",0.0862748637172109,0.0347464121317642,0.0079119250961023,5.35115727362562,6.14494116727616e-07,0.000568847603514432,0.250246584096154,"chr18",75996301,"+","II","","",NA,NA,"",""
"cg18540299",0.0265351886879447,0.0283534046521857,0.00188143881052734,5.35111409929953,6.14606450593998e-07,0.000568847603514432,0.2502923309399,"chr19",41314000,"-","II","EGLN2","",NA,NA,"",""
"cg22865640",0.0510128799690396,0.0279377173200103,0.00377790745146008,5.34983883765634,6.17933594963926e-07,0.000570630147724953,0.251647277213109,"chr20",39307538,"-","II","","",NA,NA,"",""
"cg16506290",0.172350952287702,0.0370223360184806,0.0165511612375871,5.348032433505,6.2267668372422e-07,0.000573709220263654,0.253578852679851,"chr8",74565883,"+","II","STAU2","",TRUE,NA,"",""
"cg05236348",0.013417783598917,0.0457470287711966,0.00183254967261543,5.34676777227692,6.26018507533464e-07,0.00057495246110399,0.254939777007928,"chr10",73767717,"+","I","CHST3","",NA,NA,"",""
"cg04697209",0.0955452721718417,0.0401772703701581,0.00782044043799977,5.3464542523819,6.26849685395555e-07,0.00057495246110399,0.255278265880486,"chr16",20087376,"-","II","","RDMR",NA,NA,"",""
"cg01710432",0.152612608575676,0.0454370389522798,0.0189386176676785,5.3438141712789,6.33891837870862e-07,0.000580105047070489,0.25814611205453,"chr15",73635811,"-","I","HCN4","",NA,NA,"",""
"cg23786077",0.15591246196311,0.0289507606980536,0.012687790236524,5.34040110999115,6.4311071761505e-07,0.00058692553702637,0.261900408641553,"chr5",171881609,"+","I","SH3PXD2B","",NA,NA,"",""
"cg00742472",0.0628190998267097,0.0404034184009625,0.00692941140993995,5.33999102871029,6.44227165365932e-07,0.00058692553702637,0.262355070823622,"chr14",31889912,"+","I","","",NA,NA,"",""
"cg27508021",0.146554612914101,0.0335937039880635,0.0119741959210098,5.3377993146375,6.50226360454837e-07,0.000590603869227686,0.264798183031628,"chr10",104846094,"-","II","NT5C2","",TRUE,NA,"",""
"cg23932798",0.0778864531226123,0.0397593761457482,0.00845671085496714,5.33745814315271,6.51165126505512e-07,0.000590603869227686,0.265180486118105,"chr5",137142029,"-","II","NPY6R","",NA,NA,"",""
"cg05501584",0.107836944007304,0.0305036912652364,0.00872937460120786,5.33482632206833,6.58451565355819e-07,0.000595332905160442,0.268147815475504,"chr15",92936306,"-","II","ST8SIA2","",NA,NA,"",""
"cg03783062",0.182963901327996,0.0386205012162248,0.0209106667082599,5.33452071503858,6.59302821246778e-07,0.000595332905160442,0.268494480924538,"chr7",89874457,"-","I","C7orf63","",NA,NA,"",""
