"chr","start","end","width","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","gene_id","gene_symbol","gene_start","gene_end","gene_width"
"chr9",118129853,118159781,29928,-0.0033440023822816,0.0100320071468448,634,94208,94210,3,83,0.202835410933967,1,0.271434621833754,1,"50514","DEC1",117904097,118164923,260827
"chr12",43063317,43081758,18441,0.00334232734194466,0.010026982025834,735,119317,119319,3,54,0.203149961238486,1,0.271697159883195,1,NA,NA,NA,NA,NA
"chr3",156552224,156636856,84632,-0.00331836025993778,0.00995508077981335,205,41286,41288,3,110,0.208321465457671,1,0.275404890638042,1,"389170","LEKR1",156544096,156763918,219823
"chr3",32666980,32748004,81024,0.00330207076208391,0.00990621228625172,164,34512,34518,3,247,0.211850868480821,1,0.277923769848248,1,"25904","CNOT10",32726637,32815367,88731
"chr4",177126729,177163167,36438,-0.00329125592150015,0.00987376776450044,321,50983,50985,3,131,0.214283060599231,1,0.279659988458233,1,"140458","ASB5",177134826,177190373,55548
"chr5",17802512,17810299,7787,0.00490943392950476,0.00981886785900952,334,53306,53307,2,73,0.0692852773120067,1,0.282550383776139,1,NA,NA,NA,NA,NA
"chr6",65214835,65341479,126644,0.00485462683964559,0.00970925367929118,417,67329,67330,2,24,0.0734685486847091,1,0.288608573105701,1,"346007","EYS",64429876,66417118,1987243
"chr5",175772809,175799756,26947,-0.00322386295194974,0.00967158885584923,402,60711,60721,3,357,0.228930702338818,1,0.290614760087282,1,"285598","ARL10",175792502,175800503,8002
"chr5",175772809,175799756,26947,-0.00322386295194974,0.00967158885584923,402,60711,60721,3,357,0.228930702338818,1,0.290614760087282,1,"375484","SIMC1",175665370,175772990,107621
"chr5",175772809,175799756,26947,-0.00322386295194974,0.00967158885584923,402,60711,60721,3,357,0.228930702338818,1,0.290614760087282,1,"57179","KIAA1191",175773066,175788809,15744
"chr8",91942157,91960827,18670,-0.00318332081494297,0.00954996244482892,550,88197,88199,3,84,0.237743064413463,1,0.297341678410704,1,NA,NA,NA,NA,NA
"chr8",75542856,75617860,75004,-0.00317423159309677,0.00952269477929031,539,87738,87740,3,88,0.239788879779864,1,0.298899569288992,1,"441355","MIR2052HG",75512101,75670587,158487
"chr4",152198044.5,152235970,37925.5,-0.00316862701492878,0.00950588104478634,305,50119,50121,3,167,0.240920765521324,1,0.299848173750653,1,NA,NA,NA,NA,NA
"chr7",123302399,123322268,19869,0.00315201554853235,0.00945604664559704,506,80230,80232,3,147,0.244336236938113,1,0.30268408003943,1,"442721","LMOD2",123295861,123304147,8287
"chr7",123302399,123322268,19869,0.00315201554853235,0.00945604664559704,506,80230,80232,3,147,0.244336236938113,1,0.30268408003943,1,"8976","WASL",123321997,123389116,67120
"chr1",177251261,177322878,71617,-0.00472526645567247,0.00945053291134494,48,13531,13532,2,25,0.084188026778881,1,0.303050642599028,1,"57795","BRINP2",177140633,177251558,110926
"chr20",46354342,46376678,22336,0.00469631907734388,0.00939263815468775,1064,174910,174911,2,7,0.0868505588840647,1,0.306446299823406,1,"55959","SULF2",46286150,46415360,129211
"chr5",102350634,102395268,44634,-0.00309864003957478,0.00929592011872434,380,56280,56282,3,31,0.254812991175254,1,0.312038855631317,1,"5066","PAM",102201527,102366808,165282
"chr5",86416413,86460037,43624,0.00309068303259642,0.00927204909778926,370,55748,55750,3,17,0.256214845288309,1,0.313413465229807,1,NA,NA,NA,NA,NA
"chr10",8744491,8809772,65281,-0.00461477482647304,0.00922954965294607,638,97721,97722,2,549,0.0950511577680303,1,0.315971972824835,1,NA,NA,NA,NA,NA
"chr5",80885936,80922537,36601,-0.00307328217355468,0.00921984652066404,368,55606,55608,3,291,0.259340534141092,1,0.316566398597155,1,"23635","SSBP2",80713179,81047072,333894
"chr4",178392387,178406078,13691,-0.00306925404110821,0.00920776212332462,321,51044,51046,3,131,0.259982018620387,1,0.317217790172656,1,NA,NA,NA,NA,NA
"chr10",53287690,53350074,62384,-0.00305221707304734,0.00915665121914202,656,99935,99937,3,84,0.262805541038908,1,0.32019734935641,1,"5592","PRKG1",52750911,54058110,1307200
"chr18",9380358,9400501,20143,-0.004561210180204,0.00912242036040799,935,161358,161359,2,16,0.10077002905256,1,0.322163907953169,1,"57045","TWSG1",9334765,9402418,67654
"chr12",72071095,72142653,71558,0.00303338442281757,0.0091001532684527,742,121800,121806,3,335,0.265589435072607,1,0.323327991757296,1,"55266","TMEM19",72079878,72097839,17962
"chr12",72071095,72142653,71558,0.00303338442281757,0.0091001532684527,742,121800,121806,3,335,0.265589435072607,1,0.323327991757296,1,"83591","THAP2",72057677,72074428,16752
"chr1",36705593,36719756,14163,0.00301056435740728,0.00903169307222183,5,5689,5691,3,541,0.268346084591741,1,0.326879685746908,1,"9967","THRAP3",36690017,36770957,80941
"chr4",156775941,156787741,11800,-0.00449284880982064,0.00898569761964127,307,50407,50408,2,53,0.108339050553435,1,0.329014664979158,1,"51802","ASIC5",156750881,156787425,36545
"chr4",39900602,39937921,37319,-0.00297174447777315,0.00891523343331946,242,46228,46230,3,212,0.271632763757861,1,0.332147784154095,1,"23244","PDS5A",39824483,39979576,155094
"chr8",86486097,86504072,17975,-0.00442858931253733,0.00885717862507466,547,88059,88060,2,13,0.116155749459444,1,0.334396694992706,1,NA,NA,NA,NA,NA
"chr8",91586016,91592157,6141,0.00438869135167004,0.00877738270334008,550,88172,88173,2,84,0.12144118528499,1,0.337185542574508,1,NA,NA,NA,NA,NA
"chr15",53880678,53943590,62912,-0.00437777121073144,0.00875554242146287,867,139174,139175,2,14,0.12290743552338,1,0.337923621241805,1,"256764","WDR72",53805938,54055075,249138
"chr3",142854187,142858878,4691,-0.00436680200354161,0.00873360400708321,198,40688,40689,2,55,0.124388546406077,1,0.338607210879973,1,NA,NA,NA,NA,NA
"chr12",19002078,19018111,16033,-0.00427039562851026,0.00854079125702051,723,118441,118442,2,89,0.1381742707758,1,0.345274686626163,1,NA,NA,NA,NA,NA
"chr12",21324585,21418929,94344,-0.0042565406433646,0.00851308128672919,724,118539,118540,2,47,0.140324110652358,1,0.346300071083415,1,"10599","SLCO1B1",21284128,21392730,108603
"chr12",21324585,21418929,94344,-0.0042565406433646,0.00851308128672919,724,118539,118540,2,47,0.140324110652358,1,0.346300071083415,1,"6579","SLCO1A2",21417534,21548371,130838
"chr2",196077755,196172542,94787,0.00425530760645635,0.00851061521291269,141,28974,28975,2,94,0.14047767064354,1,0.346374374304955,1,NA,NA,NA,NA,NA
"chr18",61369054,61375622,6568,-0.00425173474328924,0.00850346948657848,986,162646,162647,2,35,0.141054758997501,1,0.346679017513269,1,"89778","SERPINB11",61370085,61393666,23582
"chr13",67568495.5,67570127,1631.5,-0.00421182288209481,0.00842364576418962,785,128844,128845,2,30,0.147343288313837,1,0.349703158629948,1,NA,NA,NA,NA,NA
"chr20",1514929,1532543,17614,0.00416310665737959,0.00832621331475917,1031,172740,172741,2,72,0.155392803980671,1,0.35355206550572,1,"128646","SIRPD",1514897,1538343,23447
"chr22",22839645,22843648,4003,-0.0041005065104352,0.0082010130208704,1113,178421,178422,2,20,0.166501135600903,1,0.359040596803475,1,"140883","ZNF280B",22838772,22863505,24734
"chr2",76674458,76705915,31457,-0.00406415051001939,0.00812830102003879,88,23531,23532,2,8,0.173453440362996,1,0.362314892099338,1,NA,NA,NA,NA,NA
"chr1",224044550,224075899,31349,-0.00402207491489899,0.00804414982979797,62,16334,16335,2,500,0.181713481824194,1,0.366356987351115,1,NA,NA,NA,NA,NA
"chr8",74277181,74282898,5717,-0.00398480778048732,0.00796961556097463,539,87667,87668,2,88,0.189535134278305,1,0.370129114231296,1,NA,NA,NA,NA,NA
"chr1",108594260,108600831,6571,-0.00396714177895234,0.00793428355790467,35,9874,9875,2,31,0.193245341807203,1,0.37193715928877,1,NA,NA,NA,NA,NA
"chr6",85995910,86000337,4427,0.00396283491815616,0.00792566983631232,433,67875,67876,2,39,0.194196423042915,1,0.372467188935755,1,NA,NA,NA,NA,NA
"chr2",142140097,142150452,10355,-0.00392109998070801,0.00784219996141602,125,26671,26672,2,23,0.203410022513876,1,0.376831264814205,1,NA,NA,NA,NA,NA
"chr6",82733214,82749904,16690,-0.00391606520151572,0.00783213040303145,432,67773,67774,2,37,0.204564199221798,1,0.377381108653601,1,NA,NA,NA,NA,NA
"chr18",13300968,13375507,74539,-0.00391371540077875,0.0078274308015575,938,161567,161568,2,12,0.205071937902321,1,0.377604018318221,1,"753","LDLRAD4",13218729,13652753,434025
"chr19",18004700,18053266,48566,0.00390713151616578,0.00781426303233155,1007,167413,167418,2,138,0.20662982878061,1,0.378369341500083,1,"115098","CCDC124",18043824,18054794,10971
"chr19",18004700,18053266,48566,0.00390713151616578,0.00781426303233155,1007,167413,167418,2,138,0.20662982878061,1,0.378369341500083,1,"6528","SLC5A5",17982782,18005983,23202
"chr16",50815179,50832749,17570,-0.00383434490956381,0.00766868981912762,892,147326,147327,2,173,0.223744337475325,1,0.38664672037964,1,"1540","CYLD",50775961,50835846,59886
"chr13",93118732,93211487,92755,-0.00383004201236664,0.00766008402473328,809,129309,129310,2,103,0.224782105802834,1,0.387176750026625,1,"2262","GPC5",92050935,93519487,1468553
"chr1",107737854,107749196,11342,0.00381285650942016,0.00762571301884032,35,9844,9845,2,31,0.229210577806618,1,0.389168076363898,1,"22854","NTNG1",107682629,108024475,341847
"chr10",66268067,66311542,43475,0.00380454452095185,0.0076090890419037,662,100352,100353,2,240,0.231236578980609,1,0.390069622118583,1,NA,NA,NA,NA,NA
"chr2",192993904,193013929,20025,-0.00380248391347648,0.00760496782695296,137,28961,28962,2,195,0.231778992497851,1,0.390307392427511,1,"23671","TMEFF2",192813772,193059644,245873
"chr8",139441367,139489757,48390,-0.0037674582060394,0.0075349164120788,566,90401,90402,2,34,0.24083903197763,1,0.394815121200938,1,"51059","FAM135B",139142266,139509065,366800
"chr1",177675656,177724656,49000,0.00374635557518768,0.00749271115037536,49,13533,13534,2,390,0.24661486906534,1,0.397601492008689,1,NA,NA,NA,NA,NA
"chr2",138883344,138892947,9603,-0.00374104287132567,0.00748208574265135,123,26618,26619,2,49,0.248165329621475,1,0.398334617127883,1,NA,NA,NA,NA,NA
"chr3",81886014,81887543,1529,-0.00373482244606797,0.00746964489213594,173,37789,37790,2,16,0.249871826942843,1,0.399184150627491,1,NA,NA,NA,NA,NA
"chr9",18474072.5,18490009,15936.5,-0.00373351737954976,0.00746703475909952,584,92023,92024,2,16,0.250226005632184,1,0.399330280296519,1,NA,NA,NA,NA,NA
"chr6",145984613,146009877,25264,-0.00372450184064738,0.00744900368129476,453,70569,70570,2,8,0.252663151298696,1,0.400595911836751,1,"7957","EPM2A",145946440,146057122,110683
"chr1",239288207,239306964,18757,-0.0037177163287767,0.0074354326575534,64,17579,17580,2,97,0.254627233121404,1,0.40155937694272,1,NA,NA,NA,NA,NA
"chr22",49975975,49984980,9005,0.00369804409551295,0.0073960881910259,1128,180716,180717,2,24,0.260264370862239,1,0.404296212269443,1,NA,NA,NA,NA,NA
"chr7",102449340,102470281,20941,0.00369321901004909,0.00738643802009818,496,79380,79381,2,35,0.261636503686678,1,0.404979801907611,1,"222234","FAM185A",102389399,102449672,60274
"chr7",102449340,102470281,20941,0.00369321901004909,0.00738643802009818,496,79380,79381,2,35,0.261636503686678,1,0.404979801907611,1,"222235","FBXL13",102453308,102715288,261981
"chr1",30985690,31000432,14742,-0.00369100658341029,0.00738201316682057,4,4974,4975,2,201,0.262263127521666,1,0.405286921889977,1,NA,NA,NA,NA,NA
"chr4",127411366,127454704,43338,-0.00366053674987377,0.00732107349974754,290,49325,49326,2,17,0.271023477341233,1,0.409542019710168,1,NA,NA,NA,NA,NA
"chr2",139526570,139654595.5,128025.5,-0.00362663140717086,0.00725326281434171,123,26638,26643,2,49,0.28114109934093,1,0.414450985879911,1,NA,NA,NA,NA,NA
"chr19",12383142,12428544,45402,0.00361547021350396,0.00723094042700793,1005,166394,166399,2,143,0.284665548815978,1,0.416152529653177,1,"147837","ZNF563",12428304,12444534,16231
"chr19",12383142,12428544,45402,0.00361547021350396,0.00723094042700793,1005,166394,166399,2,143,0.284665548815978,1,0.416152529653177,1,"51710","ZNF44",12335501,12405714,70214
"chr1",176430983,176432498,1515,-0.00361376087332211,0.00722752174664421,48,13496,13497,2,25,0.285185671366758,1,0.416407637380465,1,"60676","PAPPA2",176432307,176811970,379664
"chr9",14992172,14993525,1353,-0.00358951018610012,0.00717902037220024,581,91957,91958,2,15,0.292739832223326,1,0.419929610081461,1,"389705","LOC389705",14993325,15019722,26398
"chr8",91841347,91863566,22219,-0.00355983252536417,0.00711966505072834,550,88194,88195,2,84,0.302282842643114,1,0.424613189812533,1,"64168","NECAB1",91803921,91971630,167710
"chr12",21788425,21796914,8489,-0.00353731698075841,0.00707463396151682,724,118563,118564,2,47,0.309735455763577,1,0.428281292182558,1,"3945","LDHB",21788275,21810789,22515
"chr7",102954408,102976201,21793,0.00352845552811974,0.00705691105623949,496,79408,79409,2,35,0.312809132361282,1,0.429858997253258,1,"27000","DNAJC2",102952921,102985320,32400
"chr7",102954408,102976201,21793,0.00352845552811974,0.00705691105623949,496,79408,79409,2,35,0.312809132361282,1,0.429858997253258,1,"9512","PMPCB",102937873,102969958,32086
"chr9",119041784,119048807,7023,-0.00348687825391144,0.00697375650782289,635,94221,94222,2,30,0.327256155402711,1,0.43695743168438,1,"5069","PAPPA",118916071,119164600,248530
"chr3",19850542,19930780,80238,-0.0034821616263621,0.00696432325272421,159,34043,34044,2,55,0.328913117243053,1,0.437839163246655,1,"151651","EFHB",19920966,19988501,67536
"chr13",59673789,59686676,12887,-0.00348147158263754,0.00696294316527508,777,128739,128740,2,65,0.329143457229827,1,0.437935757434657,1,NA,NA,NA,NA,NA
"chr6",84904913.5,85132292.5,227379,0.00345234897611228,0.00690469795222455,433,67850,67855,2,39,0.339526094053018,1,0.443221193260202,1,NA,NA,NA,NA,NA
"chr13",104003206,104168550,165344,-0.00344609729772164,0.00689219459544327,811,129923,129924,2,288,0.341720515862499,1,0.444350602227611,1,NA,NA,NA,NA,NA
"chr5",98175507.5,98191055,15547.5,-0.00343288735962061,0.00686577471924122,376,56222,56223,2,32,0.346797902667733,1,0.446884342082125,1,NA,NA,NA,NA,NA
"chr2",132159833,132176321,16488,0.00341385875298801,0.00682771750597602,120,26299,26300,2,32,0.353715532593108,1,0.450324581239427,1,"389043","LINC01120",132160474,132165801,5328
"chr1",241464644,241474238,9594,-0.00341013926193857,0.00682027852387715,64,17671,17672,2,97,0.355171875735292,1,0.451067613454827,1,"6000","RGS7",240931554,241520478,588925
"chr9",16040273,16044344,4071,-0.00334961345816949,0.00669922691633897,582,91981,91982,2,21,0.37899596533507,1,0.463320214686775,1,NA,NA,NA,NA,NA
"chr5",89663024,89687197,24173,-0.00331368787487211,0.00662737574974423,373,55850,55851,2,51,0.393688189007581,1,0.470916480702215,1,NA,NA,NA,NA,NA
"chr6",80645827,80651943,6116,-0.00331324507883558,0.00662649015767117,430,67734,67735,2,37,0.393864039965226,1,0.471022981986422,1,"6785","ELOVL4",80624529,80657315,32787
"chr3",157632040,157635290,3250,-0.00329417555238911,0.00658835110477822,205,41350,41351,2,110,0.401883834343444,1,0.475265695936357,1,NA,NA,NA,NA,NA
"chr1",240118350,240192939,74589,-0.0032790816043074,0.0065581632086148,64,17601,17607,2,97,0.408162456563575,1,0.478574666068939,1,"645884","RPS7P5",240170824,240176560,5737
"chr14",33603572,33635189,31617,-0.00327386796888463,0.00654773593776925,822,131931,131932,2,101,0.410309819666081,1,0.479751133743322,1,"64067","NPAS3",33408459,34273382,864924
"chr1",176147105,176150704,3599,0.00326785665017563,0.00653571330035126,47,13489,13490,2,50,0.412846036294647,1,0.481108405923453,1,"64326","COP1",175913967,176176370,262404
"chr9",112697363,112712991,15628,-0.00326340268535325,0.00652680537070651,630,93946,93947,2,32,0.414587208452735,1,0.48199509103383,1,"445815","PALM2AKAP2",112542577,112934791,392215
"chr13",59547037,59592287,45250,-0.00326029262197821,0.00652058524395643,777,128735,128736,2,65,0.415894945151839,1,0.482710878734666,1,NA,NA,NA,NA,NA
"chr7",130524453,130530784,6331,-0.00325678206007739,0.00651356412015477,508,80750,80751,2,689,0.417413207645306,1,0.48344400385386,1,NA,NA,NA,NA,NA
"chr4",101969341,101972762,3421,0.00325453695394915,0.00650907390789831,278,48427,48428,2,119,0.41836676565507,1,0.483939358664127,1,"5530","PPP3CA",101944587,102268628,324042
"chr15",61500965,61509038,8073,-0.0032137618692131,0.0064275237384262,870,139608,139609,2,271,0.435884988520152,1,0.493586393594072,1,"6095","RORA",60780483,61521502,741020
"chr19",10563015,10572362,9347,-0.00319626285295748,0.00639252570591497,1005,166033,166034,2,143,0.443612523560313,1,0.497938085602265,1,"5141","PDE4A",10527449,10580307,52859
"chr2",177518121,177534417,16296,-0.00318789046892261,0.00637578093784523,133,28361,28362,2,207,0.447349975603776,1,0.500110216445284,1,NA,NA,NA,NA,NA
"chr1",218997192,219047954,50762,-0.00318044455778184,0.00636088911556369,62,16018,16019,2,500,0.450592072836971,1,0.501863772473629,1,NA,NA,NA,NA,NA
"chr2",160913573,160958810,45237,-0.00317342788246495,0.00634685576492991,130,27361,27366,2,148,0.453685563627087,1,0.503604944631716,1,"22925","PLA2R1",160797260,160919126,121867
"chr2",160913573,160958810,45237,-0.00317342788246495,0.00634685576492991,130,27361,27366,2,148,0.453685563627087,1,0.503604944631716,1,"3694","ITGB6",160958233,161128399,170167
"chr8",87632363,87684132,51769,-0.00316681540035406,0.00633363080070812,548,88092,88093,2,19,0.456457073790529,1,0.505187603250518,1,"54714","CNGB3",87586163,87755903,169741
"chr21",38289905,38390692,100787,-0.00316375660897839,0.00632751321795678,1101,176812,176831,2,37,0.457675646623785,1,0.505947972884278,1,"3141","HLCS",38123189,38362545,239357
"chr21",38289905,38390692,100787,-0.00316375660897839,0.00632751321795678,1101,176812,176831,2,37,0.457675646623785,1,0.505947972884278,1,"53820","RIPPLY3",38378450,38391958,13509
"chr9",97663142,97669802,6660,0.00315311906917833,0.00630623813835666,622,93403,93404,2,164,0.46217842184911,1,0.508543632090075,1,"84909","AOPEP",97488951,97849500,360550
"chr8",56960538,56981229,20691,0.0031482973875509,0.0062965947751018,533,86923,86924,2,109,0.464199469474998,1,0.509660657187227,1,"6224","RPS20",56980739,56987140,6402
"chr8",34843233,34857831,14598,-0.00314197606590771,0.00628395213181542,524,85814,85815,2,87,0.466948688671979,1,0.51133743321998,1,NA,NA,NA,NA,NA
"chr14",32073463,32169802,96339,0.00313760750861898,0.00627521501723795,821,131888,131889,2,75,0.46892020081684,1,0.512521331216517,1,"80224","NUBPL",32030591,32330429,299839
"chr6",49753577,49755019,1442,-0.00313208693274591,0.00626417386549182,410,66873,66874,2,33,0.471382114223866,1,0.513997488551112,1,"5232","PGK2",49753364,49755053,1690
"chr1",237251552,237272840,21288,-0.00312267355732549,0.00624534711465097,63,17544,17545,2,586,0.475320184965486,1,0.516367761318238,1,"6262","RYR2",237205702,237997288,791587
"chr14",54446260,54449398,3138,-0.00312003292414915,0.0062400658482983,836,132693,132694,2,447,0.476375290711354,1,0.51703896708615,1,NA,NA,NA,NA,NA
"chr12",94727462,94761621,34159,0.00309789310400049,0.00619578620800097,758,122532,122533,2,291,0.485593843730418,1,0.522683535149139,1,"51134","CEP83",94702056,94853764,151709
"chr3",143255785,143258538,2753,-0.00309671066117607,0.00619342132235213,198,40704,40705,2,55,0.486096628862839,1,0.523005515775812,1,NA,NA,NA,NA,NA
"chr6",131336044,131350835,14791,0.00309418281167499,0.00618836562334997,452,69709,69710,2,823,0.487109629449834,1,0.523671767995621,1,"2037","EPB41L2",131160488,131384462,223975
"chr22",23467005,23503927,36922,0.00309360015692711,0.00618720031385422,1115,178447,178455,2,53,0.487302817825838,1,0.523785699601982,1,"27156","RSPH14",23401593,23484241,82649
"chr22",23467005,23503927,36922,0.00309360015692711,0.00618720031385422,1115,178447,178455,2,53,0.487302817825838,1,0.523785699601982,1,"2781","GNAZ",23412669,23467221,54553
"chr22",23467005,23503927,36922,0.00309360015692711,0.00618720031385422,1115,178447,178455,2,53,0.487302817825838,1,0.523785699601982,1,"9609","RAB36",23487513,23506531,19019
"chr16",70812814,70823386,10572,0.00308505612820228,0.00617011225640456,900,148812,148813,2,523,0.490745533757192,1,0.525903341415873,1,"55697","VAC14",70721342,70835061,113720
"chr8",137805405,137807225,1820,-0.00307600687116103,0.00615201374232206,566,90381,90382,2,34,0.494351716775934,1,0.528251323216537,1,NA,NA,NA,NA,NA
"chr4",105982613,106009831,27218,-0.00305438696174341,0.00610877392348681,282,48545,48546,2,48,0.50286934273847,1,0.533767099028857,1,NA,NA,NA,NA,NA
"chr4",79358632,79367640,9008,-0.00304305581113156,0.00608611162226313,265,47613,47614,2,240,0.507166545717534,1,0.536652540798661,1,"80144","FRAS1",78978724,79465423,486700
"chr12",108916474,108936952,20478,-0.00304166159798364,0.00608332319596729,760,123392,123393,2,631,0.507666854075903,1,0.536984428521539,1,"9733","SART3",108915991,108955165,39175
"chr6",86205036,86215383,10347,-0.00304097019725539,0.00608194039451079,433,67890,67891,2,39,0.507919485029139,1,0.537170186575389,1,"4907","NT5E",86159302,86205509,46208
"chr6",86205036,86215383,10347,-0.00304097019725539,0.00608194039451079,433,67890,67891,2,39,0.507919485029139,1,0.537170186575389,1,"57231","SNX14",86215215,86303629,88415
"chr16",51324727,51341199,16472,-0.00302801278950104,0.00605602557900208,892,147367,147368,2,173,0.512392538965848,1,0.54032807349084,1,NA,NA,NA,NA,NA
"chr11",30002836,30046617,43781,-0.00302452019939384,0.00604904039878769,686,108799,108808,2,307,0.513551669221872,1,0.541172653442344,1,"3739","KCNA4",30031288,30038577,7290
"chr3",27064121,27067098,2977,-0.00302066604168054,0.00604133208336109,164,34237,34238,2,247,0.514772718829179,1,0.542084106293235,1,NA,NA,NA,NA,NA
"chr12",64270053,64271616,1563,0.0029998241398268,0.0059996482796536,742,121352,121353,2,335,0.521081062337926,1,0.546799884086974,1,"57522","SRGAP1",64238541,64541613,303073
"chr19",51380877,51382591,1714,-0.00298404878369271,0.00596809756738541,1027,171263,171264,2,263,0.525145448556165,1,0.550074179382837,1,"3817","KLK2",51376689,51383823,7135
"chr13",60447453,60453389,5936,0.00297609322603869,0.00595218645207737,777,128768,128769,2,65,0.527003029094665,1,0.551686559290256,1,"81624","DIAPH3",60239721,60738119,498399
"chr7",117299297,117307076,7779,-0.00296113893646109,0.00592227787292218,502,80036,80037,2,135,0.529516954756768,1,0.554175717211846,1,"1080","CFTR",117120017,117308718,188702
