Probe_ID,SampleVar,LogVarRatio,DiffLevene,t,P.Value,Adj.P.Value,Bonferroni,chr,pos,strand,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,Phantom,DMR,Enhancer,HMM_Island,Regulatory_Feature_Name,Regulatory_Feature_Group,DHS,Probe_SNPs,Probe_SNPs_10,Islands_Name,Relation_to_Island
cg04090028,0.223969906,0.968545383,0.185432117,2.432312241,0.015924584,0.994999996,1,chr2,208544511,-,,,,,,,,,,,,,chr2:208546082-208546562,N_Shore
cg16556605,0.055072295,-0.875423823,-0.091064575,-2.432748601,0.015925732,0.994999996,1,chr5,180219008,-,MGAT1;MGAT1;MGAT1;MGAT1;MGAT1,NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619,Body;Body;Body;Body;Body,,,,5:180151328-180152449,,,,,,chr5:180219007-180219883,Island
cg06045319,0.043488002,0.881011497,0.081309394,2.434560178,0.015925943,0.994999996,1,chr10,79395902,+,KCNMA1;KCNMA1;KCNMA1;KCNMA1,NM_001161353;NM_001161352;NM_002247;NM_001014797,Body;Body;Body;Body,,,,,,,,,rs35661463,chr10:79396095-79398495,N_Shore
cg06048193,0.253333134,-1.367094311,-0.2182804,-2.457139047,0.015927299,0.994999996,1,chr13,81258755,-,,,,,,TRUE,,,,,,,,OpenSea
cg05360665,0.053857705,0.596034075,0.090352504,2.432205285,0.015929142,0.994999996,1,chr19,13868773,-,CCDC130,NM_030818,Body,,,,,,,,,,chr19:13869717-13870085,N_Shore
cg17034109,0.011618691,-0.883011705,-0.044317392,-2.432079304,0.015934513,0.994999996,1,chr1,110036417,-,CYB561D1;CYB561D1;CYB561D1;CYB561D1;CYB561D1,NM_001134403;NM_182580;NM_001134402;NM_001134400;NM_001134404,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,,,,,1:110036352-110037147,Promoter_Associated,,,,chr1:110036545-110036943,N_Shore
cg01797704,0.066413118,0.815025229,0.100317842,2.432069098,0.015934948,0.994999996,1,chr16,81577049,-,CMIP;CMIP,NM_030629;NM_198390,Body;Body,,,TRUE,,,,,,,,OpenSea
cg02321821,0.015701744,-1.05222158,-0.049569772,-2.43203218,0.015936523,0.994999996,1,chr17,79804422,-,P4HB,NM_000918,Body,,,,17:77397347-77397777,,,,,,chr17:79804259-79804488,Island
cg26079992,0.05953111,0.72207511,0.094851949,2.438452936,0.015937898,0.994999996,1,chr20,31988906,-,CDK5RAP1;CDK5RAP1,NM_016082;NM_016408,5'UTR;5'UTR,,,,,20:31988652-31989995,Promoter_Associated,,,,chr20:31989144-31989418,N_Shore
cg20706746,0.043119073,-1.159771753,-0.080992535,-2.43195486,0.01593982,0.994999996,1,chr12,76346553,-,,,,,,TRUE,,,,,,,,OpenSea
cg18911602,0.125575136,0.341755681,0.135351595,2.431880971,0.015942972,0.994999996,1,chr6,10411781,+,TFAP2A;TFAP2A;TFAP2A,NM_001042425;NM_001032280;NM_003220,Body;Body;Body,,,,6:10519255-10520043,,,TRUE,,,chr6:10411394-10413857,Island
cg12154045,0.124121362,0.827472708,0.136932385,2.433361722,0.015946477,0.994999996,1,chr19,1465556,+,APC2,NM_005883,Body,,,,19:1416207-1422617,,,,,,chr19:1465206-1471241,Island
cg12210770,0.038178536,-1.00779844,-0.071360957,-2.431710779,0.015950234,0.994999996,1,chr17,8022010,+,ALOXE3;ALOXE3,NM_021628;NM_001165960,TSS200;Body,,,TRUE,17:7961887-7963130,17:8020989-8022682,Promoter_Associated,,,,chr17:8022050-8022306,N_Shore
cg14288091,0.091152479,1.273742276,0.120969263,2.440572657,0.015955423,0.994999996,1,chr8,99305661,+,NIPAL2,NM_024759,Body,,,,,8:99305636-99306821,Promoter_Associated,TRUE,,,chr8:99305903-99306726,N_Shore
cg03291825,0.079417307,-0.628134867,-0.10808899,-2.431538635,0.015957582,0.994999996,1,chr17,76182433,+,TK1;AFMID;AFMID;AFMID,NM_003258;NM_001145526;NM_001010982;NR_027083,Body;TSS1500;TSS1500;TSS1500,,,,,17:76182344-76183759,Promoter_Associated,,rs57604564,,chr17:76183077-76183449,N_Shore
cg02083259,0.118474859,-0.979836658,-0.130896806,-2.431454279,0.015961183,0.994999996,1,chr16,57220135,+,RSPRY1;FAM192A,NM_133368;NM_024946,TSS200;TSS200,,,,16:55777444-55778773,16:57219368-57221916,Promoter_Associated,,,,chr16:57219486-57220583,Island
cg04391048,0.083775221,-0.981041357,-0.11397855,-2.43141681,0.015962783,0.994999996,1,chr2,18766022,+,NT5C1B;NT5C1B,NM_033253;NM_001002006,Body;Body,,,,2:18628840-18629661,,,,,,chr2:18765745-18766180,Island
cg08533674,0.059447731,-0.851867506,-0.092783293,-2.431364566,0.015965015,0.994999996,1,chr1,46993347,+,,,,,,TRUE,,1:46993085-46994430,Unclassified,,rs78473140,,,OpenSea
cg11900861,0.071299516,-1.200408573,-0.099405913,-2.431362215,0.015965115,0.994999996,1,chr6,21666666,+,FLJ22536,NR_015410,TSS200,,,,6:21772497-21774919,,,,,,chr6:21666655-21666862,Island
cg00499707,0.032684738,0.558937833,0.068573505,2.431357479,0.015965317,0.994999996,1,chr20,34679665,-,,,,,,,,,,,,,chr20:34680003-34681001,N_Shore
cg01464067,0.100372749,-1.018869239,-0.122520385,-2.431325324,0.015966691,0.994999996,1,chr4,24745718,+,,,,,,TRUE,,4:24745693-24745737,Unclassified_Cell_type_specific,,,,,OpenSea
cg17490790,0.123513799,0.722462997,0.136093335,2.431315901,0.015967093,0.994999996,1,chr19,10125043,-,RDH8,NM_015725,Body,,,,,,,,,,chr19:10120750-10121231,S_Shelf
cg12445984,0.071037214,-1.073298723,-0.101958402,-2.43156298,0.015967711,0.994999996,1,chr2,180875203,+,,,,,,,,,,,rs61432991,,chr2:180871627-180871874,S_Shelf
cg06577658,0.041563262,-0.344230194,-0.0788357,-2.431765419,0.015969237,0.994999996,1,chr19,46296270,-,DMWD,NM_004943,TSS1500,,,,19:50987397-50988126,19:46295270-46296751,Unclassified,,,,chr19:46295855-46296347,Island
cg04345475,0.047025621,0.821174798,0.084668062,2.434171429,0.01597022,0.994999996,1,chr11,6501591,+,ARFIP2;FXC1,NM_012402;NM_012192,Body;TSS1500,,,,,,,,rs16914023,,chr11:6502423-6502927,N_Shore
cg00134667,0.025938912,-0.818032157,-0.064162036,-2.431180246,0.015972889,0.994999996,1,chr16,1244321,-,CACNA1H;CACNA1H,NM_021098;NM_001005407,Body;Body,,,TRUE,,16:1244121-1245070,Unclassified,TRUE,,,chr16:1244669-1245067,N_Shore
cg01288184,0.157175782,0.528487412,0.154503451,2.431174261,0.015973145,0.994999996,1,chr18,20811408,-,CABLES1;CABLES1;CABLES1,NM_138375;NM_001100619;NR_023359,Body;Body;Body,,RDMR,TRUE,,18:20811157-20811958,Unclassified,TRUE,,,,OpenSea
cg20570313,0.068116754,0.817578961,0.10233407,2.430995113,0.015980801,0.994999996,1,chr11,68772808,-,MRGPRF;MRGPRF,NM_001098515;NM_145015,Body;Body,,,,,11:68772638-68772917,Unclassified_Cell_type_specific,,,,chr11:68772796-68773109,Island
cg04058932,0.141347584,0.49570221,0.145149203,2.43093892,0.015983204,0.994999996,1,chr4,24526329,+,,,,,,TRUE,,,,,rs10517053,,,OpenSea
cg14555264,0.287163922,0.612565758,0.207202273,2.430913875,0.015984275,0.994999996,1,chr9,122135535,-,,,,,,,,,,,,,chr9:122131086-122132214,S_Shelf
cg23247171,0.106058044,0.526853112,0.122496865,2.430913732,0.015984281,0.994999996,1,chr14,105649747,-,,,,,,,,,,,,rs1003635,chr14:105647469-105647827,S_Shore
cg05745532,0.038704086,0.870686518,0.074854907,2.430798706,0.0159892,0.994999996,1,chr16,2067193,+,,,,,,,,,,,,,chr16:2069718-2070865,N_Shelf
cg24909466,0.229703341,1.005591619,0.187757547,2.430787157,0.015989693,0.994999996,1,chr13,110961069,+,COL4A2,NM_001846,Body,,CDMR,,13:109756864-109759133,,,,,,chr13:110960924-110961143,Island
cg26660002,0.070576868,-0.586041072,-0.100273327,-2.430738437,0.015991777,0.994999996,1,chr2,154729763,-,GALNT13,NM_052917,5'UTR,,DMR,,2:154437860-154438164,,,,,,chr2:154729613-154729918,Island
cg01855674,0.074599376,0.963250623,0.103605272,2.431519922,0.015992841,0.994999996,1,chr21,34639040,+,IL10RB,NM_000628,Body,,,,21:33560243-33560911,21:34637884-34639713,Promoter_Associated,,,,chr21:34638515-34639075,Island
cg07822775,0.03741475,-0.640754525,-0.074392783,-2.430708695,0.01599305,0.994999996,1,chr15,101948657,-,PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6,NM_002570;NM_138320;NM_138319;NM_138324;NM_138323;NM_138325;NM_138322;NM_138321,Body;Body;Body;Body;Body;Body;Body;Body,,,TRUE,,,,,,,,OpenSea
cg13080626,0.402715876,0.795888128,0.239910323,2.430660586,0.015995108,0.994999996,1,chr1,110753717,-,KCNC4;KCNC4;KCNC4,NM_004978;NM_001039574;NM_153763,TSS1500;TSS1500;TSS1500,,,,1:110553818-110556317,,,,,,chr1:110752256-110754794,Island
cg03621084,0.240742949,-0.495229958,-0.193562591,-2.430501967,0.016001895,0.994999996,1,chr5,1227286,+,SLC6A18,NM_182632,Body,,,,5:1279905-1280580,,,,,,chr5:1226976-1227305,Island
cg17119568,0.022401457,0.74279098,0.056513807,2.430446294,0.016004278,0.994999996,1,chr19,14229237,-,PRKACA,NM_002730,TSS1500,,,,19:14089290-14090264,19:14227869-14229373,Promoter_Associated,,,,chr19:14228461-14229264,Island
cg04609859,0.059606163,-0.366645241,-0.094612659,-2.430414031,0.016005659,0.994999996,1,chr17,46655736,-,HOXB4;HOXB4,NM_024015;NM_024015,1stExon;5'UTR,,,,,17:46654740-46656622,Unclassified,TRUE,,,chr17:46654053-46654369,S_Shore
cg02247300,0.201526729,-1.244190734,-0.173236564,-2.432498614,0.016006255,0.994999996,1,chr8,144521435,-,ZC3H3,NM_015117,Body,,,,8:144592547-144592614,,,,,,chr8:144521358-144521608,Island
cg24349668,0.233291244,-0.765939175,-0.187828259,-2.430342352,0.016008728,0.994999996,1,chr18,61441546,+,SERPINB7;SERPINB7,NM_003784;NM_001040147,TSS1500;5'UTR,,,,,,,,,,,OpenSea
cg21438062,0.048368468,-1.099254153,-0.088634629,-2.441013257,0.016010916,0.994999996,1,chr2,85581711,+,RETSAT;ELMOD3;ELMOD3;RETSAT;ELMOD3;ELMOD3,NM_017750;NM_001135021;NM_001135023;NM_017750;NM_001135022;NM_032213,5'UTR;TSS200;TSS200;1stExon;TSS200;TSS200,,,,2:85434548-85435717,2:85581213-85582099,Promoter_Associated,,rs28364653,,chr2:85581618-85581963,Island
cg26634104,0.084142213,0.928307089,0.111732043,2.430279209,0.016011431,0.994999996,1,chr12,12764762,-,CREBL2,NM_001310,TSS200,high-CpG:12656022-12656140,,,12:12656019-12656472,12:12764253-12765749,Promoter_Associated,,,,chr12:12764751-12765205,Island
cg07818869,0.080515737,-0.594165696,-0.110839101,-2.43020577,0.016014576,0.994999996,1,chr11,6495247,+,TRIM3;TRIM3,NM_033278;NM_006458,TSS200;TSS200,high-CpG:6451638-6451853,,,11:6451352-6452139,11:6495090-6495611,Unclassified,,rs56146361,,chr11:6494725-6495453,Island
cg15872437,0.072227999,-0.526441571,-0.104193473,-2.430186863,0.016015386,0.994999996,1,chr3,37804282,+,ITGA9,NM_002207,Body,,,TRUE,,,,,,,,OpenSea
cg19074709,0.19587617,0.941725042,0.169741938,2.430669414,0.016015522,0.994999996,1,chr10,74115271,+,DNAJB12;DNAJB12,NM_001002762;NM_017626,TSS1500;TSS1500,,,,,10:74113779-74115465,Promoter_Associated,,,,chr10:74113815-74114792,S_Shore
cg11204665,0.296039976,0.55579767,0.212630615,2.43006889,0.01602044,0.994999996,1,chr11,31464984,+,IMMP1L,NM_144981,Body,,,TRUE,,,,,,,,OpenSea
cg07925542,0.082971673,0.527483246,0.110144454,2.429999072,0.016023431,0.994999996,1,chr16,15737176,+,MIR484;NDE1;NDE1;KIAA0430,NR_030159;NM_001143979;NM_001143979;NM_014647,Body;1stExon;5'UTR;TSS200,,,,16:15643994-15644824,16:15736305-15737895,Promoter_Associated,TRUE,,,,OpenSea
cg15696816,0.136614923,0.927331618,0.144817419,2.42993917,0.016025998,0.994999996,1,chr17,17713886,+,RAI1,NM_030665,3'UTR,,,,17:17653519-17654900,,,TRUE,,,chr17:17712911-17714456,Island
cg22856141,0.062284336,0.607583667,0.098288833,2.429932033,0.016026304,0.994999996,1,chr13,100740910,+,PCCA;PCCA,NM_000282;NM_001127692,TSS1500;TSS1500,,,,,13:100740780-100742627,Unclassified,,,,chr13:100740956-100741805,N_Shore
cg04100337,0.104214308,0.576130743,0.125056314,2.429688314,0.016036752,0.994999996,1,chr17,71336777,-,SDK2,NM_001144952,Body,,,TRUE,,,,TRUE,,,,OpenSea
cg19218607,0.029998262,0.712542461,0.068208924,2.429629328,0.016039282,0.994999996,1,chr12,49928924,+,,,,,,,,,,,,,chr12:49931623-49933637,N_Shelf
cg11948688,0.097068161,0.670069982,0.121656718,2.429591413,0.016040908,0.994999996,1,chr8,1712330,-,CLN8,NM_018941,5'UTR,,,,8:1698642-1700130,,,,,,chr8:1711234-1712654,Island
cg20227592,0.16104368,-1.060000342,-0.150917199,-2.429546907,0.016042817,0.994999996,1,chr7,131935080,+,PLXNA4,NM_020911,Body,,,TRUE,,,,,rs1376291,,,OpenSea
cg16017287,0.103635117,0.494150547,0.124045726,2.4295469,0.016042817,0.994999996,1,chr6,152640279,-,SYNE1;SYNE1;SYNE1,NM_182961;NM_015293;NM_033071,Body;TSS1500;Body,,,,,,,,,,,OpenSea
cg08000847,0.09373135,-1.015503312,-0.119740352,-2.429507785,0.016044495,0.994999996,1,chr10,105880925,+,C10orf78;C10orf78,NM_001002759;NM_145247,TSS1500;TSS1500,,,,10:105870814-105870940,10:105880568-105882528,Promoter_Associated,TRUE,,,chr10:105881449-105881947,N_Shore
cg08742424,0.059718353,0.622374772,0.096291902,2.429410289,0.016048678,0.994999996,1,chr12,27932413,+,KLHDC5,NM_020782,TSS1500,,,,12:27823680-27824960,12:27932388-27932527,Promoter_Associated,,,,chr12:27932789-27933738,N_Shore
cg04503267,0.058573529,-0.715241575,-0.094411195,-2.429327609,0.016052226,0.994999996,1,chr1,32742037,-,LCK;LCK,NM_005356;NM_001042771,Body;Body,,,,1:32514514-32514823,,,,,,chr1:32740710-32741544,S_Shore
cg03437914,0.147837391,0.827565824,0.150878519,2.429229074,0.016056456,0.994999996,1,chr1,155179138,-,MTX1;THBS3;MTX1,NM_198883;NM_007112;NM_002455,Body;TSS1500;Body,,,,1:153445022-153445766,1:155177957-155179364,Promoter_Associated,,,,chr1:155178547-155178980,S_Shore
cg13085414,0.05212454,0.801298894,0.089747515,2.429189956,0.016058135,0.994999996,1,chr6,30068656,-,,,,,,,6:30176450-30177045,,,,,,chr6:30068492-30068794,Island
cg12265878,0.162763753,-1.197697686,-0.155486958,-2.429182224,0.016058467,0.994999996,1,chr7,41995442,+,,,,,,TRUE,,,,TRUE,,,,OpenSea
cg15769724,0.04888689,0.507755552,0.086803316,2.429150911,0.016059811,0.994999996,1,chr15,89787113,+,FANCI;FANCI,NM_001113378;NM_018193,TSS200;TSS200,,,,15:87587861-87588778,15:89785991-89787879,Promoter_Associated,,,,chr15:89786998-89787691,Island
cg25392500,0.056635881,-1.062923464,-0.090930414,-2.429074262,0.016063103,0.994999996,1,chr6,32094907,-,ATF6B;ATF6B,NM_004381;NM_001136153,Body;Body,,RDMR,,,,,,,,chr6:32097820-32098086,N_Shelf
cg17003212,0.033921573,0.974733522,0.069785784,2.428964565,0.016067814,0.994999996,1,chr10,97054967,+,,,,,,,,10:97054851-97055278,Unclassified,,,,chr10:97055128-97055448,N_Shore
cg00545918,0.044192826,-0.936419647,-0.080153711,-2.434430525,0.016069648,0.994999996,1,chr20,61951483,-,COL20A1,NM_020882,Body,,,,,,,,,,chr20:61951346-61951549,Island
cg25020678,0.095166926,0.608988063,0.12025173,2.428878791,0.016071499,0.994999996,1,chr10,682841,-,DIP2C,NM_014974,Body,,,TRUE,10:672596-672965,,,,,,chr10:685033-685407,N_Shelf
cg12650926,0.03366721,0.824798123,0.07087157,2.428875075,0.016071658,0.994999996,1,chr6,33589118,-,ITPR3,NM_002224,TSS200,high-CpG:33696770-33697197,,,6:33696596-33697837,6:33588518-33590485,Promoter_Associated,,,,chr6:33588617-33589909,Island
cg19530217,0.307390946,0.806364354,0.207363682,2.428796286,0.016075044,0.994999996,1,chr11,67397584,-,NUDT8,NM_181843,TSS200,,,,11:67153074-67155130,11:67395593-67398846,Promoter_Associated,,,,chr11:67396844-67398294,Island
cg03552317,0.279369842,0.66073036,0.205202676,2.42878607,0.016075483,0.994999996,1,chr10,118769098,+,,,,,,,,,,,,,chr10:118764228-118765146,S_Shelf
cg15167044,0.057044107,0.380310865,0.09282493,2.428776087,0.016075912,0.994999996,1,chr6,100039413,-,,,,,DMR,,6:100145398-100146198,,,,,,chr6:100038655-100039477,Island
cg03084408,0.284064609,0.582849317,0.208193825,2.428755406,0.016076801,0.994999996,1,chr18,45936422,+,,,,,,,18:44188452-44191285,,,,,,chr18:45934453-45937265,Island
cg01705989,0.066293823,-0.781610035,-0.099159523,-2.428710882,0.016078714,0.994999996,1,chr12,132901088,+,GALNT9,NM_001122636,Body,,,,12:131410795-131411248,,,,,,chr12:132900224-132901089,Island
cg26673073,0.020019397,-1.261243676,-0.055512106,-2.4287466,0.016078839,0.994999996,1,chr16,4934050,-,PPL,NM_002705,Body,,,,16:4873352-4874649,,,,rs11862726,,chr16:4933623-4934563,Island
cg09921610,0.075105698,-0.78051728,-0.106441868,-2.428585849,0.016084089,0.994999996,1,chr4,41259866,+,UCHL1,NM_004181,Body,,,,4:40953489-40954713,,,,,,chr4:41258759-41259867,Island
cg17086773,0.240729155,-0.549716151,-0.191626416,-2.428540022,0.016086059,0.994999996,1,chr3,112486072,-,,,,,,TRUE,,,,,,,,OpenSea
cg09874659,0.127674974,-0.78371182,-0.136519625,-2.42851915,0.016086957,0.994999996,1,chr13,74512598,-,KLF12,NM_007249,Body,,,TRUE,,13:74512596-74512653,Unclassified_Cell_type_specific,,,,,OpenSea
cg25696485,0.256708557,-0.98329423,-0.193476956,-2.428518413,0.016086989,0.994999996,1,chr21,38445943,+,PIGP;PIGP;TTC3;PIGP,NR_028352;NM_153682;NM_001001894;NM_153681,TSS1500;TSS1500;5'UTR;TSS1500,,,,21:37366731-37368590,21:38445237-38446866,Promoter_Associated,,rs75566647,,chr21:38444860-38446497,Island
cg15924332,0.137822658,0.763560043,0.147043741,2.42847081,0.016089036,0.994999996,1,chr10,7710179,+,ITIH5;ITIH5,NM_030569;NM_001001851,TSS1500;TSS1500,,,,,10:7710179-7710414,Unclassified_Cell_type_specific,,rs10795561,,,OpenSea
cg03754098,0.065763952,-0.889607421,-0.100992337,-2.428437721,0.016090459,0.994999996,1,chr16,87046801,-,,,,,,,16:85604053-85604587,,,,,,,OpenSea
cg20159415,0.085223841,-0.870645271,-0.112657402,-2.428818954,0.016092212,0.994999996,1,chr4,140659150,+,MAML3,NM_018717,Body,,,,,,,,,,chr4:140655962-140657135,S_Shelf
cg10755961,0.44571624,1.106800628,0.258097684,2.430038789,0.01609617,0.994999996,1,chr19,9785647,+,ZNF562;ZNF562;ZNF562,NM_017656;NM_001130031;NM_001130032,5'UTR;5'UTR;5'UTR,,,,19:9646455-9647047,19:9785257-9786222,NonGene_Associated_Cell_type_specific,,rs72530521,,chr19:9785480-9785806,Island
cg18574426,0.234453887,1.132012007,0.190929808,2.431039939,0.01609665,0.994999996,1,chr22,39152023,+,UNC84B,NM_015374,TSS200,high-CpG:37481414-37482000,,,22:37481157-37482376,22:39150531-39152500,Promoter_Associated,,,,chr22:39151457-39152476,Island
cg12887128,0.138730019,-0.767362737,-0.146930293,-2.428212532,0.016100146,0.994999996,1,chr12,114279702,-,RBM19;RBM19;RBM19,NM_001146698;NM_001146699;NM_016196,Body;Body;Body,,,TRUE,,,,,,,,OpenSea
cg10288467,0.27334546,-1.041788488,-0.203753258,-2.429450109,0.016100917,0.994999996,1,chr3,20371290,+,,,,,,TRUE,,,,,,,,OpenSea
cg21411705,0.032651931,-0.681891105,-0.069000171,-2.428164382,0.016102218,0.994999996,1,chr6,138747752,+,NHSL1;NHSL1,NM_001144060;NM_020464,Body;Body,,,,,,,,,,chr6:138745348-138745593,S_Shelf
cg07755390,0.06117791,0.715523967,0.095244416,2.428156991,0.016102536,0.994999996,1,chr3,124931736,-,SLC12A8,NM_024628,TSS200,,,,3:126413862-126414752,3:124931183-124932115,Unclassified_Cell_type_specific,,,,chr3:124931161-124931747,Island
cg21154557,0.177231488,-0.961052938,-0.16243939,-2.428082121,0.016105759,0.994999996,1,chr8,6478583,+,MCPH1,NM_024596,Body,,,,8:6465957-6466033,,,,rs2936532,,,OpenSea
cg01909738,0.086396165,1.114640189,0.112378657,2.430282926,0.016111182,0.994999996,1,chr6,164092631,-,,,,,,,6:164012520-164013103,,,,,,chr6:164092861-164093113,N_Shore
cg03735888,0.391532977,0.93858036,0.239608752,2.42791267,0.016113054,0.994999996,1,chr19,58951602,+,ZNF132,NM_003433,TSS200,,DMR,,19:63643061-63644062,19:58951020-58952036,Promoter_Associated,TRUE,rs11669347,,chr19:58951214-58952250,Island
cg01040749,0.170698796,0.784912667,0.165081038,2.427905585,0.016113359,0.994999996,1,chr10,134400440,-,INPP5A,NM_005539,Body,,,,10:134250320-134250497,,,,,,,OpenSea
cg03271520,0.089527644,0.463031576,0.116685956,2.427723447,0.016121205,0.994999996,1,chr17,3100171,+,OR1A2,NM_012352,TSS1500,,,,,,,,,,,OpenSea
cg07799219,0.062757005,-0.837333087,-0.097601415,-2.427692568,0.016122535,0.994999996,1,chr22,43901523,+,MPPED1,NM_001044370,3'UTR,,,,,,,,,,,OpenSea
cg12911476,0.038726449,0.726745489,0.075494351,2.427540221,0.0161291,0.994999996,1,chr7,135347588,-,PL-5283,NM_001130929,Body,,,,7:134997320-134998270,7:135346369-135348054,Promoter_Associated,,,,chr7:135347056-135347498,S_Shore
cg01423916,0.144571627,0.711585141,0.147278975,2.427520841,0.016129935,0.994999996,1,chr11,47885166,-,,,,,,TRUE,,11:47884802-47885336,Unclassified,,,,,OpenSea
cg24027109,0.031151023,0.9095105,0.065223868,2.427330482,0.016138142,0.994999996,1,chr11,124311131,+,OR8B8,NM_012378,TSS200,,,,,,,,,,,OpenSea
cg11489602,0.16869296,1.18539091,0.159519569,2.427326337,0.016138728,0.994999996,1,chr10,32345426,+,KIF5B,NM_004521,TSS200,high-CpG:32384914-32385459,,,10:32384485-32385576,10:32344303-32345956,Promoter_Associated,,,,chr10:32344550-32345570,Island
cg17524021,0.089882097,0.445421589,0.112813024,2.427298758,0.01613951,0.994999996,1,chr5,140381745,+,PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHAC2;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHA10,NM_018910;NM_018903;NM_018909;NM_018901;NM_018907;NM_018902;NM_018899;NM_018911;NM_031849;NM_031411;NM_018905;NM_018900;NM_031857;NM_018904;NM_018908;NM_018898;NM_018906;NM_031860,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,,,,,,,,,,OpenSea
cg24913541,0.037242507,-0.962793508,-0.073096591,-2.428372321,0.01613994,0.994999996,1,chr11,118972317,+,DPAGT1,NM_001382,1stExon,,,,11:118477392-118477853,,,TRUE,,,chr11:118972181-118972409,Island
cg01143569,0.261132747,0.786623271,0.20154126,2.430367649,0.016141572,0.994999996,1,chr3,51533805,+,VPRBP,NM_014703,5'UTR,,,,3:51508272-51509146,3:51532819-51534597,Promoter_Associated,,,rs4687640,chr3:51533342-51534260,Island
cg23758597,0.119665523,0.718849179,0.13663181,2.428142792,0.016143946,0.994999996,1,chr6,163146217,+,PARK2;PARK2;PARK2,NM_004562;NM_013987;NM_013988,Body;Body;Body,,,,,,,,,,chr6:163148376-163149017,N_Shelf
cg18350458,0.045391448,-1.274750457,-0.082283474,-2.428670267,0.01615518,0.994999996,1,chr8,37887952,-,EIF4EBP1,NM_004095,TSS200,,,,8:38006656-38008405,8:37887914-37888165,Promoter_Associated,,,,chr8:37887692-37888830,Island
cg10681125,0.242474692,-0.766171277,-0.190434897,-2.42684137,0.016159245,0.994999996,1,chr19,18316102,-,RAB3A,NM_002866,TSS1500,,,,19:18177070-18177232,19:18315919-18316180,Promoter_Associated,,,,chr19:18313908-18315129,S_Shore
cg20667143,0.209635136,0.512416244,0.178726607,2.426824467,0.016159975,0.994999996,1,chr6,21679975,+,FLJ22536,NR_015410,Body,,,TRUE,,,,,,,,OpenSea
cg21596498,0.082568644,-1.008134942,-0.108689055,-2.42668884,0.016165831,0.994999996,1,chr19,42618407,-,POU2F2,NM_002698,Body,,,TRUE,,19:42617918-42618707,Unclassified,TRUE,,,,OpenSea
cg17214157,0.087814086,0.697872432,0.115169564,2.426677677,0.016166313,0.994999996,1,chr5,178789651,+,,,,,,,5:178722041-178722258,,,,,,,OpenSea
cg19040620,0.231893347,0.836281625,0.188396676,2.42656381,0.016171232,0.994999996,1,chr17,56596213,+,MTMR4,NM_004687,TSS1500,,,,17:53950111-53951223,17:56594478-56596543,Promoter_Associated,,,,chr17:56595080-56595619,S_Shore
cg03045325,0.048506104,-0.936682152,-0.085085339,-2.426489025,0.016174463,0.994999996,1,chr11,63871265,+,MACROD1;FLRT1,NM_014067;NM_013280,Body;TSS200,,,,,,,,,,,OpenSea
cg02242919,0.035300087,-1.003879234,-0.072965608,-2.426405764,0.016178061,0.994999996,1,chr16,2264594,-,PGP,NM_001042371,1stExon,,,,16:2203914-2205448,16:2263767-2265647,Promoter_Associated,,,,chr16:2263912-2265428,Island
cg11630148,0.039223427,-0.679379549,-0.075855444,-2.426358736,0.016180093,0.994999996,1,chr10,134405380,+,INPP5A,NM_005539,Body,,CDMR,,10:134255285-134255473,,,,,,,OpenSea
cg11980944,0.033466982,-1.017511783,-0.07125988,-2.426345035,0.016180685,0.994999996,1,chr1,205399731,-,,,,,,TRUE,1:203666354-203666588,1:205399413-205400467,Unclassified,TRUE,,,,OpenSea
cg14486921,0.10782973,0.779454045,0.126221998,2.426308968,0.016182244,0.994999996,1,chr8,114449226,-,CSMD3;CSMD3;CSMD3;CSMD3,NM_198123;NM_052900;NM_052900;NM_198123,1stExon;1stExon;5'UTR;5'UTR,,CDMR,,8:114518174-114518489,,,,,,,OpenSea
cg04084236,0.053278118,0.495549087,0.091328655,2.426203933,0.016186785,0.994999996,1,chr4,143766602,-,INPP4B;INPP4B,NM_001101669;NM_003866,5'UTR;5'UTR,,,,,,,,,,chr4:143766940-143768413,N_Shore
cg14743055,0.059778483,-1.428323076,-0.104111156,-2.452265837,0.016191706,0.994999996,1,chr21,43430222,+,ZNF295;ZNF295;ZNF295,NM_001098402;NM_020727;NM_001098403,5'UTR;5'UTR;5'UTR,,,,21:42302264-42304369,21:43429999-43430688,Promoter_Associated,,,,chr21:43429279-43431489,Island
cg05050882,0.252277634,0.786537219,0.194448955,2.426076128,0.016192312,0.994999996,1,chr1,44436080,-,DPH2;DPH2,NM_001039589;NM_001384,Body;Body,,,,,1:44435264-44436584,Promoter_Associated,,,,chr1:44435409-44436114,Island
cg08930131,0.114199529,-1.057350295,-0.132341055,-2.426065652,0.016192765,0.994999996,1,chr5,177811198,-,COL23A1,NM_173465,Body,,,,5:177743753-177744255,,,,,,,OpenSea
